-8|0|-4|159
-8|0|-3|159
-8|0|-2|159
-8|0|-1|159
-8|0|0|159
-8|0|1|159
-8|0|2|159
-8|0|3|159
-7|-13|-4|20
-7|-13|-3|20
-7|-13|-2|20
-7|-13|-1|20
-7|-13|0|20
-7|-13|1|20
-7|-13|2|20
-7|-13|3|20
-7|-12|-4|20
-7|-12|-3|20
-7|-12|-2|20
-7|-12|-1|20
-7|-12|0|20
-7|-12|1|20
-7|-12|2|20
-7|-12|3|20
-7|-11|-4|20
-7|-11|-3|20
-7|-11|-2|20
-7|-11|-1|20
-7|-11|0|20
-7|-11|1|20
-7|-11|2|20
-7|-11|3|20
-7|-10|-4|20
-7|-10|-3|20
-7|-10|-2|20
-7|-10|-1|20
-7|-10|0|20
-7|-10|1|20
-7|-10|2|20
-7|-10|3|20
-7|-9|-4|20
-7|-9|-3|20
-7|-9|-2|20
-7|-9|-1|20
-7|-9|0|20
-7|-9|1|20
-7|-9|2|20
-7|-9|3|20
-7|-8|-4|20
-7|-8|-3|20
-7|-8|-2|20
-7|-8|-1|20
-7|-8|0|20
-7|-8|1|20
-7|-8|2|20
-7|-8|3|20
-7|-7|-4|20
-7|-7|-3|20
-7|-7|-2|20
-7|-7|-1|20
-7|-7|0|20
-7|-7|1|20
-7|-7|2|20
-7|-7|3|20
-7|-6|-4|20
-7|-6|-3|20
-7|-6|-2|20
-7|-6|-1|20
-7|-6|0|20
-7|-6|1|20
-7|-6|2|20
-7|-6|3|20
-7|-5|-4|20
-7|-5|-3|20
-7|-5|-2|20
-7|-5|-1|20
-7|-5|0|20
-7|-5|1|20
-7|-5|2|20
-7|-5|3|20
-7|-4|-4|20
-7|-4|-3|20
-7|-4|-2|20
-7|-4|-1|20
-7|-4|0|20
-7|-4|1|20
-7|-4|2|20
-7|-4|3|20
-7|-3|-4|20
-7|-3|-3|20
-7|-3|-2|20
-7|-3|-1|20
-7|-3|0|20
-7|-3|1|20
-7|-3|2|20
-7|-3|3|20
-7|-2|-4|20
-7|-2|-3|20
-7|-2|-2|20
-7|-2|-1|20
-7|-2|0|20
-7|-2|1|20
-7|-2|2|20
-7|-2|3|20
-7|-1|-4|159
-7|-1|-3|159
-7|-1|-2|159
-7|-1|-1|159
-7|-1|0|159
-7|-1|1|159
-7|-1|2|159
-7|-1|3|159
-7|0|-5|159
-7|0|4|159
-6|-21|-4|20
-6|-21|-3|20
-6|-21|-2|20
-6|-21|-1|20
-6|-21|0|20
-6|-21|1|20
-6|-21|2|20
-6|-21|3|20
-6|-20|-4|20
-6|-20|-3|20
-6|-20|-2|20
-6|-20|-1|20
-6|-20|0|20
-6|-20|1|20
-6|-20|2|20
-6|-20|3|20
-6|-19|-4|20
-6|-19|-3|20
-6|-19|-2|20
-6|-19|-1|20
-6|-19|0|20
-6|-19|1|20
-6|-19|2|20
-6|-19|3|20
-6|-18|-4|20
-6|-18|-3|20
-6|-18|-2|20
-6|-18|-1|20
-6|-18|0|20
-6|-18|1|20
-6|-18|2|20
-6|-18|3|20
-6|-17|-4|20
-6|-17|-3|20
-6|-17|-2|20
-6|-17|-1|20
-6|-17|0|20
-6|-17|1|20
-6|-17|2|20
-6|-17|3|20
-6|-16|-4|20
-6|-16|-3|20
-6|-16|-2|20
-6|-16|-1|20
-6|-16|0|20
-6|-16|1|20
-6|-16|2|20
-6|-16|3|20
-6|-15|-4|20
-6|-15|-3|20
-6|-15|-2|20
-6|-15|-1|20
-6|-15|0|20
-6|-15|1|20
-6|-15|2|20
-6|-15|3|20
-6|-14|-4|20
-6|-14|-3|20
-6|-14|-2|20
-6|-14|-1|20
-6|-14|0|20
-6|-14|1|20
-6|-14|2|20
-6|-14|3|20
-6|-13|-5|20
-6|-13|-4|251
-6|-13|-3|251
-6|-13|-2|251
-6|-13|-1|251
-6|-13|0|251
-6|-13|1|251
-6|-13|2|251
-6|-13|3|251
-6|-13|4|20
-6|-12|-5|20
-6|-12|-4|251
-6|-12|-3|251
-6|-12|-2|251
-6|-12|-1|251
-6|-12|0|159
-6|-12|1|251
-6|-12|2|251
-6|-12|3|251
-6|-12|4|20
-6|-11|-5|20
-6|-11|-4|251
-6|-11|-3|159
-6|-11|-2|251
-6|-11|-1|251
-6|-11|0|251
-6|-11|1|251
-6|-11|2|251
-6|-11|3|251
-6|-11|4|20
-6|-10|-5|20
-6|-10|-4|251
-6|-10|-3|159
-6|-10|-2|251
-6|-10|-1|251
-6|-10|0|251
-6|-10|1|159
-6|-10|2|159
-6|-10|3|251
-6|-10|4|20
-6|-9|-5|20
-6|-9|-4|251
-6|-9|-3|251
-6|-9|-2|159
-6|-9|-1|251
-6|-9|0|251
-6|-9|1|251
-6|-9|2|251
-6|-9|3|251
-6|-9|4|20
-6|-8|-5|20
-6|-8|-4|251
-6|-8|-3|251
-6|-8|-2|159
-6|-8|-1|159
-6|-8|0|251
-6|-8|1|251
-6|-8|2|251
-6|-8|3|251
-6|-8|4|20
-6|-7|-5|20
-6|-7|-4|251
-6|-7|-3|251
-6|-7|-2|251
-6|-7|-1|251
-6|-7|0|251
-6|-7|1|251
-6|-7|2|159
-6|-7|3|251
-6|-7|4|20
-6|-6|-5|20
-6|-6|-4|251
-6|-6|-3|251
-6|-6|-2|251
-6|-6|-1|251
-6|-6|0|251
-6|-6|1|251
-6|-6|2|159
-6|-6|3|251
-6|-6|4|20
-6|-5|-5|20
-6|-5|-4|251
-6|-5|-3|251
-6|-5|-2|251
-6|-5|-1|251
-6|-5|0|251
-6|-5|1|251
-6|-5|2|251
-6|-5|3|251
-6|-5|4|20
-6|-4|-5|20
-6|-4|4|20
-6|-3|-5|20
-6|-3|4|20
-6|-2|-5|20
-6|-2|4|20
-6|-1|-5|159
-6|-1|-4|159
-6|-1|-3|159
-6|-1|-2|159
-6|-1|-1|159
-6|-1|0|159
-6|-1|1|159
-6|-1|2|159
-6|-1|3|159
-6|-1|4|159
-6|0|-6|159
-6|0|5|159
-5|-22|-4|20
-5|-22|-3|20
-5|-22|-2|20
-5|-22|-1|20
-5|-22|0|20
-5|-22|1|20
-5|-22|2|20
-5|-22|3|20
-5|-21|-5|20
-5|-21|-4|251
-5|-21|-3|251
-5|-21|-2|159
-5|-21|-1|251
-5|-21|0|159
-5|-21|1|159
-5|-21|2|251
-5|-21|3|251
-5|-21|4|20
-5|-20|-5|20
-5|-20|-4|251
-5|-20|-3|159
-5|-20|-2|159
-5|-20|-1|159
-5|-20|0|251
-5|-20|1|251
-5|-20|2|251
-5|-20|3|159
-5|-20|4|20
-5|-19|-5|20
-5|-19|-4|159
-5|-19|-3|251
-5|-19|-2|159
-5|-19|-1|251
-5|-19|0|159
-5|-19|1|251
-5|-19|2|159
-5|-19|3|159
-5|-19|4|20
-5|-18|-5|20
-5|-18|-4|251
-5|-18|-3|159
-5|-18|-2|251
-5|-18|-1|159
-5|-18|0|251
-5|-18|1|159
-5|-18|2|251
-5|-18|3|251
-5|-18|4|20
-5|-17|-5|20
-5|-17|-4|251
-5|-17|-3|251
-5|-17|-2|159
-5|-17|-1|251
-5|-17|0|251
-5|-17|1|159
-5|-17|2|251
-5|-17|3|251
-5|-17|4|20
-5|-16|-5|20
-5|-16|-4|159
-5|-16|-3|251
-5|-16|-2|251
-5|-16|-1|251
-5|-16|0|159
-5|-16|1|251
-5|-16|2|251
-5|-16|3|159
-5|-16|4|20
-5|-15|-5|20
-5|-15|-4|251
-5|-15|-3|251
-5|-15|-2|251
-5|-15|-1|251
-5|-15|0|251
-5|-15|1|159
-5|-15|2|251
-5|-15|3|251
-5|-15|4|20
-5|-14|-5|20
-5|-14|-4|251
-5|-14|-3|251
-5|-14|-2|251
-5|-14|-1|251
-5|-14|0|251
-5|-14|1|251
-5|-14|2|251
-5|-14|3|251
-5|-14|4|20
-5|-13|-6|20
-5|-13|-5|251
-5|-13|4|251
-5|-13|5|20
-5|-12|-6|20
-5|-12|-5|251
-5|-12|4|251
-5|-12|5|20
-5|-11|-6|20
-5|-11|-5|251
-5|-11|4|251
-5|-11|5|20
-5|-10|-6|20
-5|-10|-5|251
-5|-10|4|251
-5|-10|5|20
-5|-9|-6|20
-5|-9|-5|251
-5|-9|4|251
-5|-9|5|20
-5|-8|-6|20
-5|-8|-5|251
-5|-8|4|251
-5|-8|5|20
-5|-7|-6|20
-5|-7|-5|251
-5|-7|4|251
-5|-7|5|20
-5|-6|-6|20
-5|-6|-5|251
-5|-6|4|251
-5|-6|5|20
-5|-5|-6|20
-5|-5|-5|251
-5|-5|-4|251
-5|-5|-3|251
-5|-5|-2|251
-5|-5|-1|251
-5|-5|0|251
-5|-5|1|251
-5|-5|2|251
-5|-5|3|251
-5|-5|4|251
-5|-5|5|20
-5|-4|-6|20
-5|-4|5|20
-5|-3|-6|20
-5|-3|5|20
-5|-2|-6|20
-5|-2|5|20
-5|-1|-6|159
-5|-1|-5|159
-5|-1|-4|159
-5|-1|-3|159
-5|-1|-2|159
-5|-1|-1|159
-5|-1|0|159
-5|-1|1|159
-5|-1|2|159
-5|-1|3|159
-5|-1|4|159
-5|-1|5|159
-5|0|-7|159
-5|0|6|159
-4|-22|-4|20
-4|-22|-3|20
-4|-22|-2|20
-4|-22|-1|20
-4|-22|0|20
-4|-22|1|20
-4|-22|2|20
